Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
ENGENHARIA AGRÍCOLA,24009016007P3,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,PB,5,5,-,-,CIENCIAS AGRARIAS I
ENGENHARIA AGRÍCOLA,40015017001P7,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,UNIOESTE,PR,5,5,-,-,CIENCIAS AGRARIAS I
ENGENHARIA AGRÍCOLA,42002010008P0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,4,4,-,-,CIENCIAS AGRARIAS I
ENGENHARIA AGRÍCOLA,32004010009P0,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,4,4,-,-,CIENCIAS AGRARIAS I
ENGENHARIA AGRÍCOLA,32002017006P5,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,6,6,-,-,CIENCIAS AGRARIAS I
ENGENHARIA AGRÍCOLA,52012018002P8,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,GO,4,-,-,-,CIENCIAS AGRARIAS I
ENGENHARIA AGRÍCOLA,50001019030P8,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,MT,3,-,-,-,CIENCIAS AGRARIAS I
Engenharia Agrícola,51005018014P0,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,MS,3,-,-,-,CIENCIAS AGRARIAS I
Engenharia Agrícola,28022017009P6,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,BA,4,4,-,-,CIENCIAS AGRARIAS I
Engenharia Agrícola,25020013004P3,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,PE,3,-,-,-,CIENCIAS AGRARIAS I
Engenharia Agrícola e Ambiental,31002013032P3,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,RJ,4,-,-,-,CIENCIAS AGRARIAS I
Engenharia de Biomateriais,32004010031P6,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,5,5,-,-,CIENCIAS AGRARIAS I
Engenharia de Energia na Agricultura,40015017013P5,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,UNIOESTE,PR,4,4,-,-,CIENCIAS AGRARIAS I
Engenharia de Sistemas Agrícolas,33002037023P0,ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ - USP,USP-ESALQ,SP,5,5,-,-,CIENCIAS AGRARIAS I
ENGENHARIA FLORESTAL,42002010015P6,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,5,5,-,-,CIENCIAS AGRARIAS I
